label	max_pay	sum_pay	sum_time	between_time	pv_qty_all	pv_qty_search_all	clct_qty_all	cart2_qty_all
0	0	0	0	0	2	0	0	0
1	4298	0	0	51	0	0	0	1
0	0	0	0	0	71	1	0	0
0	1199	0	0	108	38	3	0	0
0	2275.5	0	0	39	2	1	0	0
0	0	0	0	0	0	0	0	0
0	2879.86	4973.86	3	2	1	0	0	0
0	0	0	0	0	60	11	0	0
0	0	0	0	0	1	0	0	0
0	266	365.1	2	5	5	0	0	0
1	0	0	0	0	0	0	0	1
0	0	0	0	0	12	1	0	0
1	0	0	0	0	27	4	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	1	0	0	1
0	179	0	0	62	4	2	0	0
0	6149	0	0	107	10	0	0	5
0	2299	575	2	11	5	3	0	0
0	1049	23.96	1	3	7	2	0	1
0	0	0	0	0	6	0	0	0
0	5398	0	0	110	9	0	1	0
0	147	279.25	4	2	2	0	0	0
0	10654.42	10654.42	1	7	3	0	0	1
0	0	0	0	0	17	0	2	2
0	1098	0	0	35	0	0	0	0
0	1698	139	1	1	0	0	0	0
0	1699	3046.31	2	4	12	4	0	0
0	599	599	1	28	0	0	0	0
0	499	499	1	14	3	2	0	0
1	2999	0	0	113	12	2	0	0
0	1999	0	0	48	0	0	0	1
1	0	0	0	0	18	6	0	1
0	0	0	0	0	47	11	0	3
0	0	0	0	0	0	0	0	0
0	0	0	0	0	8	3	0	0
0	3399	0	0	92	1	1	0	0
0	94.9	78.9	2	1	14	4	0	2
0	7521.87	10518.79	2	9	1	0	1	7
0	0	0	0	0	2	1	2	0
0	0	0	0	0	14	0	0	6
0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	1
0	1600	0	0	47	0	1	0	0
1	7212.5	7212.5	1	1	24	6	0	1
0	6134.08	6134.08	1	1	19	10	0	0
0	0	0	0	0	4	1	0	0
0	0	0	0	0	6	0	0	0
0	0	0	0	0	6	0	0	0
0	32396	32396	1	4	10	1	0	0
0	0	0	0	0	0	0	0	0
0	233.91	357.52	3	4	3	0	0	0
1	0	0	0	0	1	0	0	0
0	2299	0	0	115	2	0	0	0
0	0	0	0	0	4	1	1	0
0	4289	4319	2	3	3	0	0	0
0	1849	3448	2	17	0	0	0	6
0	0	0	0	0	1	1	0	0
1	302.23	302.23	1	2	8	3	1	0
0	0	0	0	0	6	1	1	2
1	0	0	0	0	10	0	0	0
0	1099	0	0	119	1	0	0	0
1	5997	16921.8	4	2	0	0	0	10
1	3799	0	0	91	13	3	0	3
0	19.9	0	0	42	4	1	0	0
0	0	0	0	0	5	1	0	2
0	0	0	0	0	3	0	0	0
1	0	0	0	0	51	2	0	11
0	1058	1657	2	5	7	2	0	0
1	4942.87	24310.54	8	1	5	3	0	0
0	6668	0	0	109	3	0	0	0
0	4541.32	76	1	5	3	2	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	4	0	0	0
0	2688	2688	1	9	6	2	0	0
1	0	0	0	0	4	0	0	0
1	0	0	0	0	9	0	0	0
0	0	0	0	0	2	0	0	0
1	4860	6183	2	2	5	3	0	0
0	339	339	1	12	7	0	0	0
0	0	0	0	0	5	0	0	0
0	5741	4080.01	2	5	0	0	0	0
0	0	0	0	0	0	0	0	0
0	1144.84	0	0	42	6	3	0	0
0	1980	299.5	1	28	2	1	0	1
0	0	0	0	0	1	0	0	0
0	7997	0	0	32	2	0	0	0
0	1348	0	0	108	0	0	0	0
0	299	299	1	3	81	4	3	6
1	83.98	0	0	58	34	3	1	0
0	5496	5496	1	18	26	6	0	0
0	299	0	0	109	0	0	1	0
0	3189	3189	1	4	21	0	0	1
0	699	0	0	37	1	0	0	0
0	5780	0	0	117	3	1	0	0
0	0	0	0	0	12	6	1	0
0	0	0	0	0	23	0	3	1
0	169	169	1	22	5	3	0	0
0	0	0	0	0	2	2	0	0
0	2958	0	0	50	1	1	0	0
0	502.86	183.51	2	15	43	0	0	2
1	2459	2459	1	28	0	0	0	0
0	1099	0	0	48	1	0	0	0
0	82.01	0	0	117	22	0	0	1
0	0	0	0	0	5	2	0	0
0	5291.96	0	0	37	0	0	0	0
1	0	0	0	0	11	2	0	0
0	13.9	0	0	62	42	11	0	6
0	0	0	0	0	9	0	0	0
0	19.9	0	0	37	4	0	0	0
1	1899	0	0	108	15	0	0	2
0	0	0	0	0	1	1	0	0
0	1399	1399	1	1	23	3	0	1
0	186.9	0	0	69	17	3	0	0
1	3898	6796	3	6	0	0	0	6
1	5178	8076	3	6	0	0	0	6
0	2048	0	0	64	5	0	0	0
1	5477	10074	4	6	0	0	0	6
0	199	0	0	105	0	0	0	0
1	5477	8375	3	6	0	0	0	6
0	0	0	0	0	19	4	1	1
0	0	0	0	0	1	0	0	0
0	0	0	0	0	15	4	0	1
0	3289	6012	3	3	0	0	0	0
0	98	98	1	6	1	1	0	0
0	3499	0	0	39	8	1	1	0
0	0	0	0	0	12	2	2	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	27	0	0	0
0	0	0	0	0	4	1	0	0
0	87	0	0	119	5	1	0	0
0	88.8	0	0	45	9	2	0	0
0	0	0	0	0	0	0	0	0
1	129	0	0	32	1	1	0	2
0	0	0	0	0	27	9	0	6
0	1499	0	0	68	1	1	1	0
0	0	0	0	0	1	0	0	0
1	0	0	0	0	3	1	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	3	0	0	0
0	534	0	0	73	3	1	0	0
1	1097.51	0	0	99	7	0	0	1
0	175.7	0	0	58	15	0	0	0
0	13.9	0	0	118	3	0	0	1
0	320.5	411.7	8	2	9	0	0	0
0	32.5	0	0	49	12	0	0	0
0	9.9	0	0	55	3	0	0	0
0	0	0	0	0	1	0	0	4
1	6300	1150.96	2	3	37	5	1	0
0	2149	2354	2	1	3	0	0	0
0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1
0	5888	0	0	116	34	3	2	0
0	7399	12640	3	16	5	3	0	0
0	9.9	10.03	2	15	8	1	0	1
0	77.6	134.7	2	7	24	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	1999	1999	1	7	18	8	0	0
0	0	0	0	0	11	0	0	1
0	0	0	0	0	1	1	0	0
0	2126	0	0	35	2	1	0	0
0	400.92	400.92	1	15	2	2	0	0
0	3699	0	0	36	12	3	0	0
0	403.2	601.2	2	3	16	0	2	0
0	0	0	0	0	7	0	0	0
0	5275.52	0	0	109	1	1	0	0
0	0	0	0	0	2	0	0	0
0	659	0	0	87	5	2	0	0
0	199	0	0	56	11	0	0	0
0	0	0	0	0	4	1	0	0
1	0	0	0	0	4	0	0	0
0	159.7	8.22	2	23	1	1	0	0
0	128	0	0	103	0	0	0	0
0	267.32	316.85	2	15	2	0	0	0
0	187	0	0	32	1	0	0	0
0	0	0	0	0	15	0	0	0
1	0	0	0	0	12	1	0	2
0	0	0	0	0	14	0	0	0
0	0	0	0	0	1	1	0	0
0	3292	3890	2	3	18	4	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	61	12	0	0
0	0	0	0	0	17	2	3	0
0	0	0	0	0	6	1	0	1
0	2698.2	0	0	106	14	3	0	0
0	99	99	1	3	4	2	0	0
0	0	0	0	0	72	19	0	0
0	1698	2157	3	3	6	0	0	5
0	5316	5316	1	24	8	7	0	0
0	17845	0	0	39	23	3	0	0
0	3899	3899	1	1	5	0	0	0
0	1499	0	0	36	5	1	0	0
0	0	0	0	0	4	1	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	6	0	1	2
0	4999	0	0	60	3	2	0	1
1	1388.5	2972.8	3	5	53	3	0	6
1	294	294	1	2	64	11	0	10
1	3999	3850	1	23	4	5	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	23	4	0	0
0	384	0	0	115	11	0	0	0
0	156	0	0	70	8	0	0	0
0	16247	17164	2	5	1	1	0	0
1	7376	27254.32	6	5	0	0	0	2
0	2999	0	0	116	6	1	0	0
0	0	0	0	0	0	0	0	4
0	468	0	0	118	2	2	0	0
0	307	728.9	7	8	7	0	2	0
0	0	0	0	0	4	1	0	0
0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	0
0	799	0	0	35	1	1	0	0
0	0	0	0	0	7	2	0	2
0	0	0	0	0	5	1	0	0
0	5897	0	0	40	1	0	0	0
0	0	0	0	0	8	2	0	0
0	229	23	1	14	1	0	0	0
0	0	0	0	0	5	1	0	0
0	351	538.19	3	12	5	1	0	0
0	0	0	0	0	1	0	0	0
0	279.2	0	0	48	2	0	0	0
0	0	0	0	0	6	2	0	0
0	0	0	0	0	2	0	1	0
0	14.9	0	0	82	1	0	0	0
1	3200	3200	1	1	9	0	2	0
0	399	399	1	7	6	0	1	0
0	0	0	0	0	32	8	1	0
0	5496.42	5496.42	1	1	16	2	1	0
0	349	0	0	70	6	0	0	0
0	399	0	0	102	0	0	0	0
1	0	0	0	0	16	3	0	1
1	1199	0	0	43	16	3	0	0
0	0	0	0	0	5	0	0	0
0	128	128	1	28	62	6	1	2
0	116.99	0	0	40	6	0	0	0
0	0	0	0	0	1	0	0	0
0	2658	0	0	105	1	0	0	0
0	472.65	138.6	2	2	0	0	0	0
0	3693	0	0	33	3	0	0	0
0	1399	0	0	106	7	0	0	0
0	1199	1199	1	1	0	0	0	0
0	0	0	0	0	0	0	0	51
0	998	368	3	9	3	0	0	0
0	3149	0	0	33	33	6	0	0
0	899	0	0	31	1	0	0	0
0	999	0	0	43	9	3	0	0
0	0	0	0	0	0	0	0	0
1	117	0	0	111	0	0	0	0
0	2068	1089	1	28	1	0	0	1
0	768.43	555.21	2	1	2	0	0	0
0	0	0	0	0	0	0	0	0
1	369	369	1	13	70	14	0	32
0	0	0	0	0	2	0	0	0
0	89.8	0	0	97	35	9	0	3
0	92.7	0	0	117	9	1	0	0
0	0	0	0	0	23	1	0	0
0	0	0	0	0	2	0	0	0
0	0	0	0	0	6	0	0	1
0	229	0	0	57	3	0	0	0
0	0	0	0	0	63	0	0	0
0	0	0	0	0	2	0	0	0
1	0	0	0	0	0	0	0	0
0	0	0	0	0	59	18	1	0
1	273	0	0	117	5	0	0	3
1	7711	0	0	95	3	0	0	0
0	5939	5939	1	1	76	4	0	0
0	0	0	0	0	17	4	0	0
0	0	0	0	0	2	0	0	0
0	1849	799	1	18	0	0	0	6
1	199	0	0	33	9	2	0	0
0	0	0	0	0	3	1	0	0
0	49.44	0	0	64	3	0	0	0
0	4858	7056	3	4	0	0	0	6
0	1030	49	1	19	1	0	0	0
0	0	0	0	0	54	5	0	0
0	717	1108.02	4	6	2	0	0	0
0	0	0	0	0	0	0	0	0
1	0	0	0	0	15	0	0	3
0	0	0	0	0	100	23	0	9
0	0	0	0	0	8	0	0	0
0	8648	8648	1	9	2	0	0	0
0	236.4	0	0	75	0	0	0	0
0	2572	0	0	112	7	1	0	0
0	6099	58	1	1	3	0	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	4	2	0	0
0	0	0	0	0	10	1	0	1
0	7611	0	0	61	2	1	0	0
1	6668	3685.64	3	6	6	2	0	0
1	109	109	1	2	27	8	0	0
0	3007.9	0	0	43	0	0	0	0
0	0	0	0	0	14	9	0	0
0	2099	0	0	111	1	0	0	0
0	0	0	0	0	5	0	0	0
0	0	0	0	0	4	2	0	0
1	0	0	0	0	11	0	0	0
1	0	0	0	0	11	2	0	4
0	13097	3149	1	1	0	0	0	0
0	4350	0	0	41	3	1	0	0
0	0	0	0	0	5	2	0	0
0	1899	405.4	2	22	3	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	2	1	0	0
0	899	0	0	117	0	0	0	0
0	0	0	0	0	42	5	0	0
0	1399	0	0	108	31	2	0	0
1	999	999	1	1	0	0	0	1
0	2983	333.9	2	20	3	2	0	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	1	0	0
0	249	52.95	1	1	19	2	0	0
1	348	0	0	88	33	10	1	0
0	1898	0	0	99	2	1	0	0
0	2998	2998	1	16	3	0	0	0
0	0	0	0	0	1	0	0	0
0	4348	0	0	35	3	0	0	0
0	2404	2908.2	6	3	0	0	0	4
0	1507	0	0	109	0	0	0	1
1	0	0	0	0	4	1	0	0
0	695	728	5	4	16	0	0	0
0	276	597.9	4	5	13	3	0	0
0	1932	1288	1	4	0	0	0	0
0	315.02	520.43	3	2	2	0	0	0
1	27584	28883	2	2	0	0	0	1
0	1699	0	0	63	18	0	0	0
0	19.8	0	0	72	0	0	0	1
0	7386.14	7386.14	1	1	7	0	0	3
0	0	0	0	0	5	0	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	0
1	15277	0	0	115	24	2	0	0
0	0	0	0	0	12	1	0	0
0	0	0	0	0	0	0	0	0
0	94.9	93.24	1	3	0	0	0	0
0	0	0	0	0	1	0	0	0
0	2372.7	0	0	113	16	2	0	1
0	3206	0	0	108	9	4	0	0
0	0	0	0	0	12	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	11	2	0	0
0	0	0	0	0	0	0	0	2
0	29.9	29.9	1	9	2	0	1	0
0	0	0	0	0	38	4	0	0
0	0	0	0	0	11	2	0	0
1	3216	0	0	68	0	0	0	0
0	0	0	0	0	9	5	0	0
0	2699	5193.91	2	1	0	0	0	0
0	0	0	0	0	1	0	0	0
0	818	0	0	54	7	0	0	0
0	39.9	39.9	1	6	1	1	0	1
1	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0
0	519	519	1	24	2	2	1	0
0	156	0	0	63	305	47	0	23
0	0	0	0	0	2	1	0	0
0	199.6	226.5	3	5	4	0	0	0
0	5706	0	0	108	3	2	0	0
0	0	0	0	0	30	4	0	0
0	199	64.9	1	4	43	9	0	0
0	5450	0	0	107	4	1	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	15	3	0	0
0	0	0	0	0	18	2	0	0
0	3000	0	0	39	13	1	0	0
0	0	0	0	0	7	6	0	0
0	1099	0	0	118	0	0	0	0
0	95.49	0	0	92	3	1	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	13	0	0	2
0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0
0	10400	0	0	52	1	0	0	0
0	11497	0	0	39	9	0	1	0
0	0	0	0	0	4	0	0	0
0	0	0	0	0	5	2	0	0
0	0	0	0	0	2	1	0	0
0	1199	1199	1	10	3	0	0	0
0	288	0	0	92	3	1	0	0
0	0	0	0	0	9	2	0	0
0	24.8	0	0	111	23	3	0	0
0	169	169	1	5	15	5	0	0
0	0	0	0	0	0	0	0	0
0	1999	1803.11	2	6	3	1	0	0
0	1571	0	0	103	0	0	0	0
0	3099	0	0	111	3	0	0	0
0	0	0	0	0	1	1	0	0
0	3299	499	1	29	1	1	0	0
0	0	0	0	0	2	0	1	0
0	0	0	0	0	7	1	0	0
0	2499	0	0	43	0	0	0	1
0	0	0	0	0	57	1	0	3
0	0	0	0	0	0	0	0	1
0	0	0	0	0	29	1	0	0
0	1098	1235.91	2	20	0	0	0	0
1	0	0	0	0	32	7	0	1
0	2988	0	0	39	7	0	0	0
1	2818.5	0	0	43	91	10	0	0
1	0	0	0	0	32	3	0	3
0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0
1	4499	4499	1	2	14	3	0	2
0	3052	1638	1	1	0	0	0	0
0	5397	0	0	111	0	0	0	0
1	439	0	0	116	136	12	0	2
0	0	0	0	0	0	0	1	0
0	357	357	1	1	3	0	0	0
0	1800	2785	2	7	0	0	0	1
0	0	0	0	0	3	0	0	0
0	1980	0	0	111	12	0	0	0
0	2198	0	0	55	8	1	0	0
0	3100	6098	3	4	32	1	0	0
1	2645	2645	1	29	27	1	0	1
0	1625	0	0	44	12	2	0	1
0	78	0	0	114	18	0	0	0
0	0	0	0	0	15	3	0	2
0	3690	2689	1	25	0	0	0	0
0	2018	58	1	14	0	0	0	0
1	0	0	0	0	9	2	0	6
0	2398	0	0	38	12	1	0	0
0	3759	0	0	93	6	0	0	0
0	3046	4194	2	2	8	1	0	0
1	6130	0	0	33	69	14	0	3
0	0	0	0	0	7	3	0	0
0	14011.99	14011.99	1	1	12	1	0	0
1	799	0	0	115	75	0	0	4
0	0	0	0	0	3	1	0	0
0	5294	6515.24	4	3	8	6	0	3
0	4631	0	0	48	1	1	0	0
0	19.8	0	0	70	0	0	0	0
0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0
0	7990	7990	1	1	17	5	0	0
0	3494	0	0	68	4	2	0	0
0	99	0	0	109	15	3	0	0
0	0	0	0	0	13	1	1	1
0	66.02	0	0	73	4	3	0	0
1	0	0	0	0	1	1	0	1
0	0	0	0	0	99	20	10	1
0	5678	0	0	115	47	7	0	6
0	3018	0	0	115	98	17	0	0
0	0	0	0	0	8	1	0	0
0	0	0	0	0	17	2	0	1
0	0	0	0	0	14	1	0	0
0	9798	0	0	36	0	0	0	0
0	4351.15	0	0	46	0	0	0	0
1	0	0	0	0	0	0	0	1
0	879	879	1	7	4	1	0	1
0	0	0	0	0	0	0	0	2
0	633.7	0	0	78	0	0	0	0
0	0	0	0	0	99	1	0	1
0	5763	0	0	38	2	2	0	1
0	0	0	0	0	5	0	0	0
0	868.62	0	0	95	18	1	0	0
0	0	0	0	0	7	1	0	0
0	2398	2398	1	9	67	7	0	18
0	0	0	0	0	4	4	0	0
0	10380	544	1	3	7	0	0	0
1	4189.9	0	0	94	8	0	0	0
0	11889	12216	2	8	0	0	0	0
0	0	0	0	0	4	2	0	3
1	8247	0.01	1	28	7	1	1	0
0	5786	0	0	47	24	1	0	0
0	3688	484.44	1	26	0	0	0	0
1	749	749	1	6	43	10	6	0
1	2450	0	0	117	0	0	0	0
0	0	0	0	0	0	0	0	0
0	2799	0	0	38	11	4	0	0
0	1698	0	0	108	6	0	0	0
0	0	0	0	0	3	0	0	0
1	2799	1391.16	1	13	29	4	14	0
0	109	109	1	9	3	0	0	0
0	0	0	0	0	81	31	0	8
0	0	0	0	0	1	0	0	0
0	0	0	0	0	2	2	0	0
1	3147	0	0	42	7	2	0	0
0	275	0	0	63	0	0	0	0
0	0	0	0	0	3	1	0	0
0	0	0	0	0	6	3	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	4	0	0	0
0	9599	16599	2	4	51	4	0	1
0	8588	8588	1	8	28	3	0	0
0	58.2	58.2	1	7	2	2	0	0
0	178.07	297.07	2	23	2	2	0	0
0	1088	1088	1	1	18	0	0	0
0	0	0	0	0	3	1	0	0
0	0	0	0	0	16	0	0	0
0	1298	39	1	29	21	0	0	0
0	510	0	0	103	0	0	0	0
0	0	0	0	0	8	4	0	0
0	3461	0	0	113	0	0	0	0
0	216.97	251.07	2	5	0	0	0	0
0	1699	2214.2	3	1	3	0	0	0
0	4098	4986	2	5	0	0	0	2
1	0	0	0	0	68	13	0	0
0	499	499	1	11	6	0	0	0
0	1899	1899	1	9	2	0	0	0
0	998	27.38	1	23	47	0	0	5
0	8199	0	0	114	1	0	0	0
0	0	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	1
0	0	0	0	0	10	1	0	0
0	4579	1505.74	2	1	1	1	0	0
0	2687	2686.15	1	1	25	1	0	0
0	440	2018.56	18	3	0	0	0	0
0	0	0	0	0	1	1	0	0
0	15897	850	1	16	0	0	0	4
0	0	0	0	0	2	1	0	0
0	229	89.28	2	16	3	2	0	0
0	2288	2288	1	12	7	2	0	0
0	0	0	0	0	14	1	0	3
0	1283	0	0	39	2	1	0	0
0	98	0	0	111	5	2	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	1
0	4297	4495	2	1	13	0	0	0
0	199	0	0	45	23	7	1	0
0	11499	1564.6	2	14	0	0	0	1
0	0	0	0	0	9	0	0	0
0	459	0	0	111	8	1	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	12	5	1	0
0	2299	0	0	74	11	0	0	0
0	1399	0	0	32	3	1	0	0
0	2203.37	7272.11	10	1	7	0	2	1
0	0	0	0	0	13	3	0	8
0	0	0	0	0	1	0	0	0
0	0	0	0	0	4	0	0	0
1	0	0	0	0	4	1	0	0
0	0	0	0	0	3	0	0	0
0	0	0	0	0	2	0	0	0
1	3180	0	0	107	3	1	0	0
0	44.9	44.9	1	18	11	2	0	0
0	2439.6	399	2	9	0	0	0	0
0	998	1656	2	1	1	0	0	0
0	0	0	0	0	0	0	0	1
0	370	0	0	112	0	0	0	3
0	1173.7	0	0	112	1	1	0	0
0	0	0	0	0	5	0	0	0
0	145	36.58	1	23	10	3	0	0
0	1047	0	0	109	18	1	0	0
0	3000	2108	1	4	4	0	0	0
0	0	0	0	0	7	1	3	0
0	0	0	0	0	0	0	0	0
0	4579	0	0	33	0	0	0	0
1	1699	35.95	1	1	5	1	0	0
0	0	0	0	0	14	3	0	0
1	0	0	0	0	7	4	0	0
0	279	0	0	98	2	1	0	0
0	0	0	0	0	5	0	0	0
1	4199	4199	1	3	0	0	0	0
0	0	0	0	0	13	0	0	2
0	0	0	0	0	28	0	1	5
0	0	0	0	0	70	10	0	0
0	19.8	39.6	2	15	10	0	0	0
0	2998	0	0	39	81	4	1	4
1	0	0	0	0	0	0	0	1
0	0	0	0	0	1	1	0	0
0	0	0	0	0	118	10	0	103
0	5998	0	0	55	0	0	0	0
0	1748	0	0	93	8	6	0	1
0	0	0	0	0	3	2	0	0
0	0	0	0	0	10	0	0	0
0	0	0	0	0	47	6	0	0
0	1015.4	0	0	69	0	0	0	0
1	3550	0	0	33	5	3	0	2
0	0	0	0	0	49	8	0	4
0	1449	0	0	90	2	0	0	0
0	1599	0	0	41	3	2	0	0
0	0	0	0	0	1	0	0	0
0	3588	5187	2	1	148	5	0	0
0	0	0	0	0	2	0	0	0
1	407.8	0	0	59	2	0	0	0
0	55	0	0	50	0	0	0	0
0	6298	3798	2	5	0	0	0	1
0	1138	0	0	115	2	0	0	1
0	0	0	0	0	7	4	0	0
1	3399	0	0	111	0	0	0	0
0	10397	3410.4	6	4	4	2	0	0
0	288	0	0	108	0	0	0	0
0	0	0	0	0	3	1	0	0
0	998	0	0	115	5	3	0	0
0	0	0	0	0	2	0	0	0
0	999	354	1	7	10	4	0	0
1	4999	117.99	1	29	56	5	0	0
1	0	0	0	0	38	1	0	5
0	7580	4199	1	25	4	0	0	0
0	5678	0	0	116	2	0	0	0
0	0	0	0	0	11	0	0	0
0	3736.12	2753.05	1	26	4	2	0	1
0	5678	0	0	114	14	3	1	1
0	2075	2075	1	6	47	9	1	0
0	0	0	0	0	1	1	0	0
0	2898	0	0	44	0	0	0	1
0	0	0	0	0	5	2	0	0
0	4949.01	0	0	43	2	1	0	0
0	4700	0	0	111	0	0	2	0
0	0	0	0	0	16	1	0	0
1	459	86.66	2	6	3	0	0	0
1	8100	0	0	97	3	1	0	0
0	1570	2024.6	2	6	6	1	0	0
1	0	0	0	0	0	0	3	6
0	4590	0	0	115	9	3	0	0
0	0	0	0	0	7	1	0	0
0	1158	0	0	110	0	0	0	0
0	2700	0	0	111	0	0	0	0
0	8216	0	0	116	11	2	0	0
0	2799	0	0	52	10	0	1	0
0	2959	0	0	107	3	0	0	0
0	0	0	0	0	3	0	0	0
0	3590	3488	1	18	57	2	0	0
0	27362	12736	1	11	4	1	0	1
0	5699	10098	2	1	39	6	0	0
0	279	59	1	2	0	0	0	0
0	6668	5189.9	2	1	14	0	0	1
0	6198	0	0	106	4	0	0	0
0	4098	4597	2	1	9	0	0	9
0	299	0	0	48	1	1	0	0
0	0	0	0	0	4	1	0	0
0	0	0	0	0	3	2	0	3
0	5299	1499	1	2	3	1	0	1
0	0	0	0	0	24	8	0	0
0	1498	0	0	100	11	1	0	2
0	0	0	0	0	0	0	0	0
0	4579	6241.22	2	4	63	5	0	4
0	4573.22	0	0	108	17	2	1	0
0	5888	2999	1	11	8	1	1	1
0	948	0	0	35	10	4	0	0
0	0	0	0	0	21	3	0	0
0	306	0	0	86	3	0	0	0
1	6818	0	0	111	0	0	0	1
0	1349	145.3	1	1	2	0	0	0
0	9.99	0	0	114	51	2	0	8
0	129	129	1	6	3	0	0	0
0	0	0	0	0	8	0	0	0
0	0	0	0	0	8	2	0	0
0	0	0	0	0	5	0	1	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	1	0	0
0	1798	0	0	108	4	0	0	0
0	3376	0	0	114	19	4	0	0
0	0	0	0	0	6	2	0	2
0	1998	1998	1	21	2	0	0	0
0	0	0	0	0	1	0	0	0
1	999	0	0	99	11	2	0	0
0	1189	0	0	114	19	5	0	0
0	116.6	0	0	100	15	0	0	0
0	3438	1699	1	26	18	2	0	0
0	2498	0	0	31	19	3	1	1
0	2749	2299	1	1	133	29	4	48
0	749	0	0	113	1	1	0	0
1	0	0	0	0	85	2	0	5
0	0	0	0	0	2	2	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	7	2	0	0
1	209	0	0	62	12	3	0	0
0	3768	7227.5	4	1	0	0	0	0
0	0	0	0	0	2	2	0	0
0	0	0	0	0	0	0	0	2
0	0	0	0	0	1	1	0	0
0	6245.5	0	0	101	5	2	0	0
0	0	0	0	0	23	0	0	0
1	269	0	0	107	14	0	0	0
0	11040	11040	1	13	0	0	0	0
0	0	0	0	0	15	1	0	0
0	9.9	9.9	1	17	5	1	0	0
1	0	0	0	0	0	0	0	1
0	0	0	0	0	7	5	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	1	0	0
0	0	0	0	0	13	4	0	0
0	6056	0	0	46	3	2	0	0
0	0	0	0	0	4	1	0	0
0	32.6	32.6	1	23	5	1	0	0
0	859	0	0	115	31	2	0	1
0	178.26	178.26	1	14	0	0	0	0
0	3480	0	0	61	1	0	0	0
0	2027	320.6	2	7	3	0	0	0
0	0	0	0	0	3	1	0	1
0	1958	0	0	111	2	1	0	0
1	34674	1999	1	1	0	0	0	0
0	0	0	0	0	29	8	0	0
0	0	0	0	0	15	0	0	0
0	0	0	0	0	1	0	0	0
0	1999	0	0	63	10	2	0	0
0	1705.59	0	0	95	0	0	0	0
0	0	0	0	0	1	0	0	0
0	21759.25	2968.66	8	4	2	0	0	0
0	6350	2782.27	1	1	26	3	0	1
0	0	0	0	0	18	3	0	0
0	1299	1638	2	2	1	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	15	2	0	0
1	748	0	0	39	3	0	0	3
1	399	83.7	3	11	7	3	0	0
0	10967	4230.3	7	10	2	0	0	0
0	108	0	0	107	0	0	0	0
0	1382	0	0	104	3	0	0	0
0	0	0	0	0	15	2	0	4
0	3885.47	186.04	2	12	13	0	0	0
0	2499	2499	1	9	2	2	0	0
0	1459	0	0	105	2	0	0	0
1	13920.4	0	0	110	22	1	0	1
0	2448	2448	1	2	1	0	0	0
0	148	0	0	109	1	0	0	0
0	5990.02	5990.02	1	16	10	2	0	1
0	0	0	0	0	3	0	0	0
0	209	209	1	11	0	0	0	0
0	75.5	0	0	113	7	4	0	0
0	0	0	0	0	1	1	0	0
0	0	0	0	0	1	0	0	0
0	6390	0	0	106	2	0	0	0
0	0	0	0	0	39	3	0	0
0	1599	0	0	49	2	1	0	0
0	0	0	0	0	17	1	0	0
0	0	0	0	0	8	0	0	0
0	738	0	0	51	2	1	0	0
0	498	0	0	98	1	0	0	0
0	0	0	0	0	5	2	0	0
0	2099	2099	1	8	0	0	0	0
0	265.2	265.2	1	12	11	4	0	0
1	7178	1927.3	1	6	11	5	0	0
0	0	0	0	0	3	0	0	0
0	897	0	0	107	3	0	0	0
0	0	0	0	0	8	0	0	0
0	0	0	0	0	2	0	0	0
