label	diff_rgst	age	gender	bh_gender	purchase_power
0	NULL	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	42	NULL	NULL	NULL
1	5	NULL	NULL	NULL	NULL
1	5	39	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
1	3	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	6	66	NULL	NULL	NULL
1	11	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	5	28	NULL	NULL	NULL
0	13	28	M	N	3
0	13	29	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	NULL	NULL	M	N	2
0	3	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
1	1	61	NULL	NULL	NULL
1	5	NULL	NULL	NULL	NULL
0	NULL	NULL	N	N	NULL
0	3	27	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	9	29	NULL	NULL	NULL
1	8	51	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
1	1	48	NULL	NULL	NULL
0	3	38	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	25	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	28	NULL	NULL	NULL
0	1	39	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	28	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
1	3	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	23	NULL	NULL	NULL
0	12	26	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	13	48	NULL	NULL	NULL
1	4	26	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	13	31	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	12	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	13	36	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	13	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	3	44	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	10	37	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	2	29	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
1	6	24	NULL	NULL	NULL
0	13	NULL	N	N	2
0	1	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	10	21	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
1	1	37	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
1	4	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	10	34	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	29	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	2	28	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	11	26	NULL	NULL	NULL
0	5	47	NULL	NULL	NULL
0	1	28	NULL	NULL	NULL
1	1	24	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	29	NULL	NULL	NULL
1	4	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	9	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	3	24	NULL	NULL	NULL
0	2	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	10	0	NULL	NULL	NULL
0	13	37	NULL	NULL	NULL
1	8	26	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
1	NULL	NULL	N	N	1
1	NULL	NULL	F	N	1
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	F	N	3
1	8	29	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
1	9	25	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	5	31	NULL	NULL	NULL
0	10	34	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	2	29	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	7	27	NULL	NULL	NULL
0	13	31	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	34	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
1	8	48	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	10	28	NULL	NULL	NULL
0	1	45	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	31	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	2	27	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	12	36	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	12	31	NULL	NULL	NULL
1	10	24	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	29	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	13	24	NULL	NULL	NULL
0	13	22	NULL	NULL	NULL
1	6	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	12	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	10	31	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	13	23	NULL	NULL	NULL
1	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	8	27	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	6	36	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	8	25	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	11	35	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	11	0	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	4	26	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	13	24	NULL	NULL	NULL
0	12	54	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	1	36	NULL	NULL	NULL
1	4	28	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	7	23	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
1	6	36	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	12	27	M	N	1
0	9	42	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	13	30	NULL	NULL	NULL
0	3	30	NULL	NULL	NULL
0	13	29	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
1	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	9	46	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	30	NULL	NULL	NULL
0	2	27	NULL	NULL	NULL
1	5	25	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	1	M	N	1
0	12	NULL	N	N	NULL
1	4	23	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	13	33	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
1	6	27	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	4	40	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	1	49	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	37	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	11	40	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	1	38	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	5	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	13	36	NULL	NULL	NULL
0	3	26	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	13	29	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	8	35	NULL	NULL	NULL
0	13	34	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	12	39	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	29	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	13	39	NULL	NULL	NULL
1	7	35	NULL	NULL	NULL
0	13	43	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	8	36	NULL	NULL	NULL
1	8	30	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	8	30	NULL	NULL	NULL
0	11	25	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	1	27	NULL	NULL	NULL
0	13	39	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	11	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	6	27	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	13	34	NULL	NULL	NULL
0	9	29	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	9	38	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	3	1	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	2	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	13	37	NULL	NULL	NULL
0	13	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	26	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
1	4	30	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	4	26	NULL	NULL	NULL
1	1	28	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
1	6	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	8	32	NULL	NULL	NULL
1	12	34	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	12	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	43	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	6	33	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
1	3	NULL	NULL	NULL	NULL
0	2	40	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	41	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
1	6	33	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	13	39	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	2	26	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	12	36	NULL	NULL	NULL
0	12	25	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	30	M	N	2
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
1	3	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	28	NULL	NULL	NULL
0	12	25	NULL	NULL	NULL
0	7	28	NULL	NULL	NULL
1	1	28	NULL	NULL	NULL
1	1	36	NULL	NULL	NULL
0	NULL	NULL	F	N	2
0	3	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	34	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
1	5	34	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	2	30	NULL	NULL	NULL
0	9	32	NULL	NULL	NULL
1	8	NULL	NULL	NULL	NULL
1	8	45	NULL	NULL	NULL
0	5	49	NULL	NULL	NULL
1	1	30	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
1	9	NULL	NULL	NULL	NULL
1	8	NULL	N	N	3
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	1	23	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	13	32	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	9	28	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	10	21	NULL	NULL	NULL
0	13	NULL	NULL	NULL	NULL
0	12	33	NULL	NULL	NULL
1	NULL	NULL	M	N	2
0	1	53	M	N	2
0	9	NULL	NULL	NULL	NULL
1	4	31	NULL	NULL	NULL
1	6	24	F	N	2
0	7	NULL	NULL	NULL	NULL
1	3	33	NULL	NULL	NULL
0	13	45	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	1	NULL	NULL	NULL	NULL
0	12	30	NULL	NULL	NULL
0	8	36	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	9	38	NULL	NULL	NULL
0	13	24	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	9	NULL	NULL	NULL	NULL
0	5	25	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	4	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	11	38	NULL	NULL	NULL
1	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	3	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
1	5	28	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
1	8	26	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	13	28	NULL	NULL	NULL
0	8	30	NULL	NULL	NULL
0	4	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	32	NULL	NULL	NULL
0	5	NULL	NULL	NULL	NULL
0	8	64	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	8	35	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
1	11	NULL	NULL	NULL	NULL
0	6	27	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	6	NULL	NULL	NULL	NULL
0	8	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
0	2	NULL	NULL	NULL	NULL
0	13	37	NULL	NULL	NULL
0	13	NULL	N	N	1
0	11	NULL	NULL	NULL	NULL
0	12	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	1	35	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	10	NULL	NULL	NULL	NULL
0	1	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	13	26	NULL	NULL	NULL
0	NULL	NULL	NULL	NULL	NULL
0	7	NULL	NULL	NULL	NULL
